review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"The familiarity of the music may actually be a disadvantage; the ear wants the melodies to conform to one's memory of them, but instead they've been tortured into compliance with the needs of a standard movie musical.",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"Konchalovsky's holiday fable confirms its chosen technology as not simply a gimmick, but a veritable crime against both cinema and moviegoers' wallets.confirms",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
The sharks themselves are the only ones to emerge with credit from this.,Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
"If you watch closely during John Stockwell's godawful shark-attack thriller, you can see Halle Berry's Oscar sinking ever so slowly into the waters off Cape Town.",Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
"This thriller isn't an outright embarrassment, but it nonetheless suffers from wobbly dramatic tension and an overlong running time.",Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
This toothless shark thriller lacks B-movie fun.,Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
"The only palpable emotion from ""Dark Tide"" is sadness for Berry, treading water in dreary efforts like this.",Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
It is often impossible to figure out what's going on.,Dark Tide,2012,Dark Tide - Movie Reviews,"Mystery & Thriller , Adventure , Drama",2012,2014,"Shallow and brackish, Dark Tide fails to rise.","A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley."""
"A disastrous comedy at times, with a few unexpected touching moments sprinkled throughout, A Thousand Words fails to come together like it should, and becomes a forgettable mess.",A Thousand Words,2012,A Thousand Words - Movie Reviews,Comedy,2012,2014,Dated jokes (A Thousand Words was shot in 2008) and removing Eddie Murphy's voice -- his greatest comedic asset -- dooms this painful mess from the start.,"Jack McCall (Eddie Murphy) is a selfish literary agent whose fast-talking ways allow him to close any deal. His next target is New Age guru Dr. Sinja (Cliff Curtis), but the savvy doctor sees right through Jack. A magical tree appears in Jack's yard, and, according to Dr. Sinja, the tree and Jack are connected; every time Jack says a word, a leaf falls from the tree. When the last leaf drops, Jack will die. With just a thousand leaves left, Jack must learn to curb his speech or he's a goner."
"The idea of Murphy, that famously motormouthed actor, suddenly tongue-tied is not a punchy enough punch line to carry a whole film.",A Thousand Words,2012,A Thousand Words - Movie Reviews,Comedy,2012,2014,Dated jokes (A Thousand Words was shot in 2008) and removing Eddie Murphy's voice -- his greatest comedic asset -- dooms this painful mess from the start.,"Jack McCall (Eddie Murphy) is a selfish literary agent whose fast-talking ways allow him to close any deal. His next target is New Age guru Dr. Sinja (Cliff Curtis), but the savvy doctor sees right through Jack. A magical tree appears in Jack's yard, and, according to Dr. Sinja, the tree and Jack are connected; every time Jack says a word, a leaf falls from the tree. When the last leaf drops, Jack will die. With just a thousand leaves left, Jack must learn to curb his speech or he's a goner."
"It isn't a horrible movie, at least not in comparison to Norbit from the same star and director, but it is a dispiritingly dull and cynical one.",A Thousand Words,2012,A Thousand Words - Movie Reviews,Comedy,2012,2014,Dated jokes (A Thousand Words was shot in 2008) and removing Eddie Murphy's voice -- his greatest comedic asset -- dooms this painful mess from the start.,"Jack McCall (Eddie Murphy) is a selfish literary agent whose fast-talking ways allow him to close any deal. His next target is New Age guru Dr. Sinja (Cliff Curtis), but the savvy doctor sees right through Jack. A magical tree appears in Jack's yard, and, according to Dr. Sinja, the tree and Jack are connected; every time Jack says a word, a leaf falls from the tree. When the last leaf drops, Jack will die. With just a thousand leaves left, Jack must learn to curb his speech or he's a goner."
Sometimes it's hard to tell quite where the incisions start and stop throughout this already uneven creation.,A Thousand Words,2012,A Thousand Words - Movie Reviews,Comedy,2012,2014,Dated jokes (A Thousand Words was shot in 2008) and removing Eddie Murphy's voice -- his greatest comedic asset -- dooms this painful mess from the start.,"Jack McCall (Eddie Murphy) is a selfish literary agent whose fast-talking ways allow him to close any deal. His next target is New Age guru Dr. Sinja (Cliff Curtis), but the savvy doctor sees right through Jack. A magical tree appears in Jack's yard, and, according to Dr. Sinja, the tree and Jack are connected; every time Jack says a word, a leaf falls from the tree. When the last leaf drops, Jack will die. With just a thousand leaves left, Jack must learn to curb his speech or he's a goner."
The high concept breeds lowbrow gags.,A Thousand Words,2012,A Thousand Words - Movie Reviews,Comedy,2012,2014,Dated jokes (A Thousand Words was shot in 2008) and removing Eddie Murphy's voice -- his greatest comedic asset -- dooms this painful mess from the start.,"Jack McCall (Eddie Murphy) is a selfish literary agent whose fast-talking ways allow him to close any deal. His next target is New Age guru Dr. Sinja (Cliff Curtis), but the savvy doctor sees right through Jack. A magical tree appears in Jack's yard, and, according to Dr. Sinja, the tree and Jack are connected; every time Jack says a word, a leaf falls from the tree. When the last leaf drops, Jack will die. With just a thousand leaves left, Jack must learn to curb his speech or he's a goner."
